t, vcin_pseudo, vcip_pseudo
 0.00000E+00 , 6.00000E-01 , 6.00000E-01 
 3.35637E-09 , 6.00001E-01 , 6.00001E-01 
 3.35652E-09 , 6.00002E-01 , 6.00002E-01 
 3.35658E-09 , 6.00004E-01 , 6.00004E-01 
 3.35664E-09 , 7.41055E-01 , 7.41055E-01 
 3.35667E-09 , 7.65553E-01 , 7.65553E-01 
 3.35669E-09 , 7.78989E-01 , 7.78989E-01 
 3.35671E-09 , 7.90246E-01 , 7.90246E-01 
 3.35674E-09 , 8.04304E-01 , 8.04304E-01 
 3.35677E-09 , 8.16169E-01 , 8.16169E-01 
 3.35680E-09 , 8.26549E-01 , 8.26549E-01 
 3.35684E-09 , 8.38711E-01 , 8.38711E-01 
 3.35689E-09 , 8.51904E-01 , 8.51904E-01 
 3.35696E-09 , 8.67627E-01 , 8.67627E-01 
 3.35705E-09 , 8.84430E-01 , 8.84430E-01 
 3.35714E-09 , 8.98410E-01 , 8.98410E-01 
 3.35725E-09 , 9.12652E-01 , 9.12652E-01 
 3.35739E-09 , 9.27400E-01 , 9.27400E-01 
 3.35755E-09 , 9.40813E-01 , 9.40813E-01 
 3.35773E-09 , 9.52660E-01 , 9.52660E-01 
 3.35787E-09 , 9.60057E-01 , 9.60057E-01 
 3.35806E-09 , 9.68162E-01 , 9.68162E-01 
 3.35823E-09 , 9.73935E-01 , 9.73935E-01 
 3.35841E-09 , 9.78863E-01 , 9.78863E-01 
 3.35860E-09 , 9.83024E-01 , 9.83024E-01 
 3.35882E-09 , 9.86809E-01 , 9.86809E-01 
 3.35907E-09 , 9.90083E-01 , 9.90083E-01 
 3.35930E-09 , 9.92363E-01 , 9.92363E-01 
 3.35955E-09 , 9.94246E-01 , 9.94246E-01 
 3.35983E-09 , 9.95808E-01 , 9.95808E-01 
 3.36015E-09 , 9.97082E-01 , 9.97082E-01 
 3.36052E-09 , 9.98083E-01 , 9.98083E-01 
 3.36096E-09 , 9.98840E-01 , 9.98840E-01 
 3.36149E-09 , 9.99371E-01 , 9.99371E-01 
 3.36216E-09 , 9.99713E-01 , 9.99713E-01 
 3.36306E-09 , 9.99901E-01 , 9.99901E-01 
 3.36454E-09 , 9.99977E-01 , 9.99977E-01 
 3.36666E-09 , 9.99983E-01 , 9.99983E-01 
 3.36719E-09 , 9.99990E-01 , 9.99990E-01 
 3.36761E-09 , 9.99994E-01 , 9.99994E-01 
 3.36845E-09 , 9.99998E-01 , 9.99998E-01 
 3.37013E-09 , 1.00000E+00 , 1.00000E+00 
 3.38605E-09 , 1.00000E+00 , 1.00000E+00 
 5.48715E-09 , 9.99998E-01 , 9.99998E-01 
 9.61613E-09 , 9.99994E-01 , 9.99995E-01 
 9.61615E-09 , 9.95717E-01 , 9.97066E-01 
 9.61617E-09 , 9.90536E-01 , 9.92115E-01 
 9.61619E-09 , 9.84805E-01 , 9.86569E-01 
 9.61622E-09 , 9.75945E-01 , 9.77931E-01 
 9.61626E-09 , 9.64419E-01 , 9.66652E-01 
 9.61631E-09 , 9.50920E-01 , 9.53429E-01 
 9.61638E-09 , 9.33804E-01 , 9.36664E-01 
 9.61646E-09 , 9.16532E-01 , 9.19758E-01 
 9.61656E-09 , 8.97773E-01 , 9.01422E-01 
 9.61667E-09 , 8.80013E-01 , 8.84092E-01 
 9.61679E-09 , 8.63272E-01 , 8.67790E-01 
 9.61695E-09 , 8.44115E-01 , 8.49177E-01 
 9.61713E-09 , 8.25707E-01 , 8.31334E-01 
 9.61729E-09 , 8.11398E-01 , 8.17493E-01 
 9.61746E-09 , 7.97785E-01 , 8.04348E-01 
 9.61770E-09 , 7.80674E-01 , 7.87848E-01 
 9.61790E-09 , 7.67894E-01 , 7.75540E-01 
 9.61827E-09 , 7.46964E-01 , 7.55401E-01 
 9.61858E-09 , 7.31607E-01 , 7.40635E-01 
 9.61892E-09 , 7.16634E-01 , 7.26243E-01 
 9.61933E-09 , 7.00772E-01 , 7.10999E-01 
 9.61978E-09 , 6.85715E-01 , 6.96531E-01 
 9.62029E-09 , 6.71174E-01 , 6.82559E-01 
 9.62086E-09 , 6.57589E-01 , 6.69506E-01 
 9.62149E-09 , 6.45284E-01 , 6.57683E-01 
 9.62218E-09 , 6.34458E-01 , 6.47282E-01 
 9.62295E-09 , 6.24976E-01 , 6.38172E-01 
 9.62381E-09 , 6.16896E-01 , 6.30410E-01 
 9.62481E-09 , 6.09995E-01 , 6.23779E-01 
 9.62600E-09 , 6.04281E-01 , 6.18291E-01 
 9.62740E-09 , 5.99910E-01 , 6.14093E-01 
 9.62911E-09 , 5.96728E-01 , 6.11038E-01 
 9.63129E-09 , 5.94613E-01 , 6.09009E-01 
 9.63424E-09 , 5.93410E-01 , 6.07858E-01 
 9.63832E-09 , 5.92929E-01 , 6.07401E-01 
 9.64433E-09 , 5.92835E-01 , 6.07320E-01 
 9.65320E-09 , 5.92822E-01 , 6.07320E-01 
 9.66829E-09 , 5.92769E-01 , 6.07292E-01 
 9.69847E-09 , 5.92711E-01 , 6.07280E-01 
 9.75883E-09 , 5.92669E-01 , 6.07329E-01 
 9.87955E-09 , 5.92582E-01 , 6.07423E-01 
 1.01210E-08 , 5.92398E-01 , 6.07602E-01 
 1.43683E-08 , 5.89208E-01 , 6.10791E-01 
 2.27132E-08 , 5.82942E-01 , 6.17056E-01 
 2.82912E-08 , 5.78756E-01 , 6.21244E-01 
 2.95330E-08 , 5.77824E-01 , 6.22176E-01 
 3.45564E-08 , 5.74057E-01 , 6.25943E-01 
 3.45564E-08 , 5.45192E-01 , 5.97078E-01 
 3.45564E-08 , 5.41489E-01 , 5.93375E-01 
 3.45565E-08 , 5.39196E-01 , 5.91082E-01 
 3.45565E-08 , 5.37997E-01 , 5.89883E-01 
 3.45565E-08 , 5.37434E-01 , 5.89320E-01 
 3.45565E-08 , 5.37876E-01 , 5.89762E-01 
 3.45566E-08 , 5.39403E-01 , 5.91289E-01 
 3.45567E-08 , 5.41972E-01 , 5.93857E-01 
 3.45567E-08 , 5.45947E-01 , 5.97832E-01 
 3.45568E-08 , 5.51628E-01 , 6.03513E-01 
 3.45570E-08 , 5.58473E-01 , 6.10358E-01 
 3.45572E-08 , 5.65740E-01 , 6.17626E-01 
 3.45574E-08 , 5.72744E-01 , 6.24629E-01 
 3.45575E-08 , 5.77776E-01 , 6.29661E-01 
 3.45577E-08 , 5.82219E-01 , 6.34105E-01 
 3.45580E-08 , 5.86016E-01 , 6.37902E-01 
 3.45582E-08 , 5.89617E-01 , 6.41502E-01 
 3.45585E-08 , 5.91886E-01 , 6.43772E-01 
 3.45587E-08 , 5.93663E-01 , 6.45548E-01 
 3.45590E-08 , 5.95176E-01 , 6.47062E-01 
 3.45593E-08 , 5.96389E-01 , 6.48274E-01 
 3.45597E-08 , 5.97326E-01 , 6.49211E-01 
 3.45602E-08 , 5.98023E-01 , 6.49908E-01 
 3.45607E-08 , 5.98516E-01 , 6.50401E-01 
 3.45614E-08 , 5.98819E-01 , 6.50705E-01 
 3.45624E-08 , 5.98979E-01 , 6.50865E-01 
 3.45639E-08 , 5.99038E-01 , 6.50924E-01 
 3.45696E-08 , 5.99044E-01 , 6.50930E-01 
 3.45750E-08 , 5.99055E-01 , 6.50940E-01 
 3.45821E-08 , 5.99057E-01 , 6.50943E-01 
 3.49170E-08 , 5.99057E-01 , 6.50943E-01 
 3.49971E-08 , 5.99057E-01 , 6.50943E-01 
 4.08321E-08 , 5.99058E-01 , 6.50941E-01 
 4.08545E-08 , 5.99061E-01 , 6.50941E-01 
 4.08558E-08 , 5.99063E-01 , 6.50941E-01 
 4.08562E-08 , 5.99067E-01 , 6.50941E-01 
 4.08563E-08 , 5.99076E-01 , 6.50941E-01 
 4.08564E-08 , 5.99106E-01 , 6.50940E-01 
 4.08564E-08 , 9.33711E-01 , 5.85620E-01 
 4.08564E-08 , 9.23578E-01 , 5.75479E-01 
 4.08564E-08 , 9.15420E-01 , 5.67317E-01 
 4.08565E-08 , 9.08913E-01 , 5.60807E-01 
 4.08565E-08 , 9.01101E-01 , 5.52993E-01 
 4.08565E-08 , 8.94656E-01 , 5.46548E-01 
 4.08566E-08 , 8.89076E-01 , 5.40967E-01 
 4.08566E-08 , 8.81104E-01 , 5.32994E-01 
 4.08567E-08 , 8.73090E-01 , 5.24979E-01 
 4.08567E-08 , 8.64227E-01 , 5.16115E-01 
 4.08569E-08 , 8.54382E-01 , 5.06270E-01 
 4.08570E-08 , 8.45801E-01 , 4.97688E-01 
 4.08571E-08 , 8.36796E-01 , 4.88683E-01 
 4.08574E-08 , 8.27532E-01 , 4.79418E-01 
 4.08575E-08 , 8.21846E-01 , 4.73732E-01 
 4.08578E-08 , 8.15310E-01 , 4.67196E-01 
 4.08581E-08 , 8.11148E-01 , 4.63035E-01 
 4.08583E-08 , 8.07987E-01 , 4.59873E-01 
 4.08584E-08 , 8.07392E-01 , 4.59278E-01 
 4.08584E-08 , 8.06840E-01 , 4.58725E-01 
 4.08586E-08 , 8.05847E-01 , 4.57733E-01 
 4.08588E-08 , 8.04228E-01 , 4.56114E-01 
 4.08591E-08 , 8.02569E-01 , 4.54455E-01 
 4.08596E-08 , 8.01203E-01 , 4.53089E-01 
 4.08601E-08 , 8.00205E-01 , 4.52091E-01 
 4.08608E-08 , 7.99573E-01 , 4.51459E-01 
 4.08617E-08 , 7.99234E-01 , 4.51120E-01 
 4.08630E-08 , 7.99102E-01 , 4.50988E-01 
 4.08648E-08 , 7.99080E-01 , 4.50966E-01 
 4.08667E-08 , 7.99074E-01 , 4.50959E-01 
 4.08676E-08 , 7.99064E-01 , 4.50950E-01 
 4.08682E-08 , 7.99061E-01 , 4.50946E-01 
 4.08693E-08 , 7.99058E-01 , 4.50943E-01 
 4.08745E-08 , 7.99057E-01 , 4.50943E-01 
 4.08767E-08 , 7.99057E-01 , 4.50943E-01 
 4.08885E-08 , 7.99057E-01 , 4.50943E-01 
 4.08948E-08 , 7.99057E-01 , 4.50943E-01 
 4.47087E-08 , 7.99055E-01 , 4.50944E-01 
 4.71064E-08 , 7.99053E-01 , 4.50946E-01 
 4.71064E-08 , 7.69700E-01 , 4.80299E-01 
 4.71064E-08 , 7.63565E-01 , 4.86434E-01 
 4.71064E-08 , 7.58965E-01 , 4.91034E-01 
 4.71064E-08 , 7.55445E-01 , 4.94553E-01 
 4.71065E-08 , 7.51323E-01 , 4.98676E-01 
 4.71065E-08 , 7.46936E-01 , 5.03062E-01 
 4.71065E-08 , 7.43289E-01 , 5.06710E-01 
 4.71066E-08 , 7.38734E-01 , 5.11264E-01 
 4.71067E-08 , 7.33261E-01 , 5.16738E-01 
 4.71068E-08 , 7.27579E-01 , 5.22420E-01 
 4.71070E-08 , 7.22461E-01 , 5.27537E-01 
 4.71071E-08 , 7.17220E-01 , 5.32778E-01 
 4.71075E-08 , 7.11316E-01 , 5.38682E-01 
 4.71077E-08 , 7.07872E-01 , 5.42126E-01 
 4.71080E-08 , 7.05371E-01 , 5.44627E-01 
 4.71084E-08 , 7.03148E-01 , 5.46850E-01 
 4.71088E-08 , 7.01451E-01 , 5.48547E-01 
 4.71094E-08 , 7.00303E-01 , 5.49696E-01 
 4.71101E-08 , 6.99583E-01 , 5.50415E-01 
 4.71111E-08 , 6.99215E-01 , 5.50783E-01 
 4.71125E-08 , 6.99099E-01 , 5.50900E-01 
 4.71143E-08 , 6.99081E-01 , 5.50918E-01 
 4.71168E-08 , 6.99073E-01 , 5.50926E-01 
 4.71193E-08 , 6.99061E-01 , 5.50938E-01 
 4.71237E-08 , 6.99053E-01 , 5.50946E-01 
 4.71359E-08 , 6.99054E-01 , 5.50945E-01 
 4.80651E-08 , 6.99051E-01 , 5.50942E-01 
 5.33564E-08 , 6.99032E-01 , 5.50927E-01 
 5.33564E-08 , 6.70027E-01 , 5.79932E-01 
 5.33564E-08 , 6.64361E-01 , 5.85598E-01 
 5.33564E-08 , 6.60306E-01 , 5.89652E-01 
 5.33564E-08 , 6.57382E-01 , 5.92577E-01 
 5.33565E-08 , 6.54213E-01 , 5.95746E-01 
 5.33565E-08 , 6.51162E-01 , 5.98796E-01 
 5.33566E-08 , 6.48414E-01 , 6.01544E-01 
 5.33566E-08 , 6.46103E-01 , 6.03855E-01 
 5.33567E-08 , 6.43896E-01 , 6.06062E-01 
 5.33568E-08 , 6.42343E-01 , 6.07616E-01 
 5.33570E-08 , 6.41659E-01 , 6.08300E-01 
 5.33572E-08 , 6.41801E-01 , 6.08158E-01 
 5.33574E-08 , 6.42455E-01 , 6.07503E-01 
 5.33577E-08 , 6.43630E-01 , 6.06328E-01 
 5.33580E-08 , 6.45123E-01 , 6.04835E-01 
 5.33584E-08 , 6.46340E-01 , 6.03619E-01 
 5.33588E-08 , 6.47219E-01 , 6.02740E-01 
 5.33594E-08 , 6.48193E-01 , 6.01766E-01 
 5.33603E-08 , 6.48731E-01 , 6.01227E-01 
 5.33614E-08 , 6.48951E-01 , 6.01008E-01 
 5.33629E-08 , 6.49004E-01 , 6.00954E-01 
 5.33651E-08 , 6.49007E-01 , 6.00951E-01 
 5.33667E-08 , 6.49019E-01 , 6.00940E-01 
 5.33683E-08 , 6.49028E-01 , 6.00930E-01 
 5.33716E-08 , 6.49034E-01 , 6.00924E-01 
 5.33802E-08 , 6.49032E-01 , 6.00926E-01 
 5.34148E-08 , 6.49033E-01 , 6.00926E-01 
 5.34273E-08 , 6.49033E-01 , 6.00926E-01 
 5.96063E-08 , 6.49030E-01 , 6.00927E-01 
 5.96064E-08 , 6.49030E-01 , 6.00928E-01 
 5.96064E-08 , 6.19211E-01 , 6.30747E-01 
 5.96064E-08 , 6.15123E-01 , 6.34834E-01 
 5.96064E-08 , 6.12408E-01 , 6.37550E-01 
 5.96065E-08 , 6.10707E-01 , 6.39250E-01 
 5.96065E-08 , 6.09280E-01 , 6.40677E-01 
 5.96065E-08 , 6.08448E-01 , 6.41509E-01 
 5.96066E-08 , 6.08290E-01 , 6.41667E-01 
 5.96066E-08 , 6.08786E-01 , 6.41171E-01 
 5.96067E-08 , 6.10346E-01 , 6.39611E-01 
 5.96069E-08 , 6.12355E-01 , 6.37603E-01 
 5.96070E-08 , 6.14606E-01 , 6.35352E-01 
 5.96072E-08 , 6.17051E-01 , 6.32906E-01 
 5.96074E-08 , 6.19355E-01 , 6.30602E-01 
 5.96076E-08 , 6.21159E-01 , 6.28798E-01 
 5.96080E-08 , 6.22403E-01 , 6.27555E-01 
 5.96084E-08 , 6.23174E-01 , 6.26783E-01 
 5.96089E-08 , 6.23631E-01 , 6.26326E-01 
 5.96097E-08 , 6.23867E-01 , 6.26090E-01 
 5.96109E-08 , 6.23974E-01 , 6.25983E-01 
 5.96127E-08 , 6.24010E-01 , 6.25948E-01 
 5.96154E-08 , 6.24017E-01 , 6.25941E-01 
 5.96178E-08 , 6.24029E-01 , 6.25929E-01 
 5.96188E-08 , 6.24031E-01 , 6.25927E-01 
 5.96244E-08 , 6.24031E-01 , 6.25927E-01 
 5.96481E-08 , 6.24032E-01 , 6.25927E-01 
 6.58481E-08 , 6.24108E-01 , 6.26004E-01 
 6.58545E-08 , 6.24108E-01 , 6.26004E-01 
 6.58564E-08 , 6.24108E-01 , 6.26004E-01 
 6.58564E-08 , 6.25325E-01 , 6.24710E-01 
 6.58564E-08 , 6.26877E-01 , 6.23135E-01 
 6.58564E-08 , 6.28524E-01 , 6.21470E-01 
 6.58565E-08 , 6.30936E-01 , 6.19038E-01 
 6.58565E-08 , 6.34424E-01 , 6.15528E-01 
 6.58566E-08 , 6.38012E-01 , 6.11921E-01 
 6.58566E-08 , 6.40284E-01 , 6.09637E-01 
 6.58567E-08 , 6.41696E-01 , 6.08217E-01 
 6.58568E-08 , 6.42317E-01 , 6.07591E-01 
 6.58569E-08 , 6.42175E-01 , 6.07730E-01 
 6.58571E-08 , 6.41511E-01 , 6.08393E-01 
 6.58572E-08 , 6.40444E-01 , 6.09459E-01 
 6.58574E-08 , 6.39276E-01 , 6.10627E-01 
 6.58577E-08 , 6.38245E-01 , 6.11658E-01 
 6.58580E-08 , 6.37456E-01 , 6.12447E-01 
 6.58584E-08 , 6.37050E-01 , 6.12853E-01 
 6.58587E-08 , 6.36837E-01 , 6.13066E-01 
 6.58594E-08 , 6.36644E-01 , 6.13259E-01 
 6.58605E-08 , 6.36549E-01 , 6.13354E-01 
 6.58622E-08 , 6.36522E-01 , 6.13381E-01 
 6.58650E-08 , 6.36516E-01 , 6.13387E-01 
 6.58684E-08 , 6.36505E-01 , 6.13399E-01 
 6.58699E-08 , 6.36504E-01 , 6.13400E-01 
 6.68384E-08 , 6.36511E-01 , 6.13408E-01 
 7.21064E-08 , 6.36553E-01 , 6.13452E-01 
 7.21064E-08 , 6.11635E-01 , 6.38370E-01 
 7.21064E-08 , 6.11414E-01 , 6.38591E-01 
 7.21064E-08 , 6.12455E-01 , 6.37550E-01 
 7.21065E-08 , 6.14134E-01 , 6.35871E-01 
 7.21065E-08 , 6.16899E-01 , 6.33106E-01 
 7.21065E-08 , 6.20093E-01 , 6.29913E-01 
 7.21066E-08 , 6.22497E-01 , 6.27509E-01 
 7.21066E-08 , 6.24605E-01 , 6.25400E-01 
 7.21067E-08 , 6.26015E-01 , 6.23990E-01 
 7.21067E-08 , 6.27264E-01 , 6.22741E-01 
 7.21068E-08 , 6.28183E-01 , 6.21822E-01 
 7.21069E-08 , 6.28801E-01 , 6.21204E-01 
 7.21071E-08 , 6.29264E-01 , 6.20742E-01 
 7.21073E-08 , 6.29631E-01 , 6.20374E-01 
 7.21076E-08 , 6.29922E-01 , 6.20084E-01 
 7.21082E-08 , 6.30134E-01 , 6.19872E-01 
 7.21084E-08 , 6.30170E-01 , 6.19836E-01 
 7.21085E-08 , 6.30197E-01 , 6.19808E-01 
 7.21089E-08 , 6.30234E-01 , 6.19772E-01 
 7.21095E-08 , 6.30271E-01 , 6.19734E-01 
 7.21108E-08 , 6.30295E-01 , 6.19710E-01 
 7.21133E-08 , 6.30299E-01 , 6.19706E-01 
 7.21169E-08 , 6.30299E-01 , 6.19706E-01 
 7.21205E-08 , 6.30302E-01 , 6.19703E-01 
 7.21278E-08 , 6.30304E-01 , 6.19702E-01 
 7.21619E-08 , 6.30305E-01 , 6.19703E-01 
 7.83563E-08 , 6.30425E-01 , 6.19826E-01 
 7.83564E-08 , 6.30425E-01 , 6.19827E-01 
 7.83565E-08 , 6.13410E-01 , 6.36842E-01 
 7.83565E-08 , 6.16708E-01 , 6.33544E-01 
 7.83565E-08 , 6.19761E-01 , 6.30491E-01 
 7.83565E-08 , 6.22081E-01 , 6.28171E-01 
 7.83566E-08 , 6.24315E-01 , 6.25937E-01 
 7.83566E-08 , 6.25147E-01 , 6.25106E-01 
 7.83567E-08 , 6.25588E-01 , 6.24664E-01 
 7.83567E-08 , 6.25921E-01 , 6.24331E-01 
 7.83568E-08 , 6.26225E-01 , 6.24027E-01 
 7.83569E-08 , 6.26525E-01 , 6.23727E-01 
 7.83571E-08 , 6.26830E-01 , 6.23423E-01 
 7.83575E-08 , 6.27046E-01 , 6.23206E-01 
 7.83580E-08 , 6.27180E-01 , 6.23073E-01 
 7.83584E-08 , 6.27232E-01 , 6.23020E-01 
 7.83592E-08 , 6.27277E-01 , 6.22975E-01 
 7.83608E-08 , 6.27295E-01 , 6.22958E-01 
 7.83641E-08 , 6.27294E-01 , 6.22959E-01 
 7.83696E-08 , 6.27301E-01 , 6.22952E-01 
 7.83785E-08 , 6.27302E-01 , 6.22951E-01 
 7.84766E-08 , 6.27305E-01 , 6.22955E-01 
 8.46064E-08 , 6.27506E-01 , 6.23158E-01 
 8.46064E-08 , 6.13516E-01 , 6.37148E-01 
 8.46064E-08 , 6.17696E-01 , 6.32969E-01 
 8.46064E-08 , 6.20760E-01 , 6.29904E-01 
 8.46065E-08 , 6.22654E-01 , 6.28011E-01 
 8.46065E-08 , 6.24020E-01 , 6.26644E-01 
 8.46065E-08 , 6.24536E-01 , 6.26129E-01 
 8.46066E-08 , 6.24774E-01 , 6.25891E-01 
 8.46066E-08 , 6.24941E-01 , 6.25723E-01 
 8.46066E-08 , 6.25152E-01 , 6.25512E-01 
 8.46067E-08 , 6.25406E-01 , 6.25258E-01 
 8.46069E-08 , 6.25609E-01 , 6.25056E-01 
 8.46072E-08 , 6.25753E-01 , 6.24911E-01 
 8.46077E-08 , 6.25852E-01 , 6.24813E-01 
 8.46084E-08 , 6.25906E-01 , 6.24758E-01 
 8.46091E-08 , 6.25928E-01 , 6.24736E-01 
 8.46106E-08 , 6.25941E-01 , 6.24724E-01 
 8.46312E-08 , 6.25945E-01 , 6.24721E-01 
 8.96271E-08 , 6.26177E-01 , 6.24954E-01 
 9.08563E-08 , 6.26233E-01 , 6.25012E-01 
 9.08564E-08 , 6.26233E-01 , 6.25012E-01 
 9.08564E-08 , 6.17384E-01 , 6.33861E-01 
 9.08564E-08 , 6.21680E-01 , 6.29566E-01 
 9.08564E-08 , 6.23685E-01 , 6.27561E-01 
 9.08565E-08 , 6.24415E-01 , 6.26830E-01 
 9.08565E-08 , 6.24652E-01 , 6.26594E-01 
 9.08565E-08 , 6.24748E-01 , 6.26497E-01 
 9.08565E-08 , 6.24841E-01 , 6.26404E-01 
 9.08566E-08 , 6.24976E-01 , 6.26270E-01 
 9.08567E-08 , 6.25132E-01 , 6.26113E-01 
 9.08568E-08 , 6.25229E-01 , 6.26016E-01 
 9.08570E-08 , 6.25320E-01 , 6.25925E-01 
 9.08574E-08 , 6.25390E-01 , 6.25856E-01 
 9.08584E-08 , 6.25434E-01 , 6.25812E-01 
 9.08586E-08 , 6.25439E-01 , 6.25806E-01 
 9.08589E-08 , 6.25445E-01 , 6.25800E-01 
 9.08596E-08 , 6.25450E-01 , 6.25796E-01 
 9.08609E-08 , 6.25452E-01 , 6.25794E-01 
 9.08756E-08 , 6.25454E-01 , 6.25794E-01 
 9.13087E-08 , 6.25480E-01 , 6.25820E-01 
 9.77510E-08 , 6.25862E-01 , 6.26204E-01 
 9.81395E-08 , 6.25885E-01 , 6.26227E-01 
 1.04388E-07 , 6.26253E-01 , 6.26597E-01 
 1.09561E-07 , 6.26555E-01 , 6.26900E-01 
 1.09561E-07 , 6.27141E-01 , 6.26900E-01 
 1.09561E-07 , 6.27373E-01 , 6.26900E-01 
 1.09561E-07 , 6.27834E-01 , 6.26900E-01 
 1.09561E-07 , 6.28739E-01 , 6.26900E-01 
