freq,db20
 0.000E+00, -5.176E+01 
 9.766E+03, -5.176E+01 
 1.953E+04, -9.191E+01 
 2.930E+04, -8.657E+01 
 3.906E+04, -9.559E+01 
 4.883E+04, -8.976E+01 
 5.859E+04, -1.094E+02 
 6.836E+04, -8.958E+01 
 7.812E+04, -9.290E+01 
 8.789E+04, -9.148E+01 
 9.766E+04, -9.909E+01 
 1.074E+05, -8.758E+01 
 1.172E+05, -1.010E+02 
 1.270E+05, -9.623E+01 
 1.367E+05, -9.209E+01 
 1.465E+05, -9.031E+01 
 1.562E+05, -9.048E+01 
 1.660E+05, -8.606E+01 
 1.758E+05, -9.143E+01 
 1.855E+05, -8.756E+01 
 1.953E+05, -8.367E+01 
 2.051E+05, -8.290E+01 
 2.148E+05, -8.191E+01 
 2.246E+05, -8.289E+01 
 2.344E+05, -8.695E+01 
 2.441E+05, -9.192E+01 
 2.539E+05, -8.578E+01 
 2.637E+05, -8.027E+01 
 2.734E+05, -7.615E+01 
 2.832E+05, -7.219E+01 
 2.930E+05, -6.009E+00 
 3.027E+05, -9.643E-16 
 3.125E+05, -6.008E+00 
 3.223E+05, -6.873E+01 
 3.320E+05, -8.057E+01 
 3.418E+05, -8.030E+01 
 3.516E+05, -8.614E+01 
 3.613E+05, -1.114E+02 
 3.711E+05, -9.256E+01 
 3.809E+05, -8.541E+01 
 3.906E+05, -8.818E+01 
 4.004E+05, -8.006E+01 
 4.102E+05, -8.926E+01 
 4.199E+05, -8.847E+01 
 4.297E+05, -9.260E+01 
 4.395E+05, -8.761E+01 
 4.492E+05, -8.984E+01 
 4.590E+05, -9.667E+01 
 4.688E+05, -9.657E+01 
 4.785E+05, -8.740E+01 
 4.883E+05, -9.564E+01 
 4.980E+05, -9.615E+01 
 5.078E+05, -8.846E+01 
 5.176E+05, -8.393E+01 
 5.273E+05, -8.835E+01 
 5.371E+05, -8.901E+01 
 5.469E+05, -8.702E+01 
 5.566E+05, -8.333E+01 
 5.664E+05, -8.482E+01 
 5.762E+05, -8.445E+01 
 5.859E+05, -9.722E+01 
 5.957E+05, -8.825E+01 
 6.055E+05, -8.635E+01 
 6.152E+05, -8.443E+01 
 6.250E+05, -9.030E+01 
 6.348E+05, -1.001E+02 
 6.445E+05, -1.031E+02 
 6.543E+05, -9.461E+01 
 6.641E+05, -9.842E+01 
 6.738E+05, -8.993E+01 
 6.836E+05, -8.721E+01 
 6.934E+05, -8.453E+01 
 7.031E+05, -9.313E+01 
 7.129E+05, -8.637E+01 
 7.227E+05, -9.248E+01 
 7.324E+05, -9.550E+01 
 7.422E+05, -8.692E+01 
 7.520E+05, -7.994E+01 
 7.617E+05, -8.381E+01 
 7.715E+05, -9.110E+01 
 7.812E+05, -9.581E+01 
 7.910E+05, -8.572E+01 
 8.008E+05, -8.568E+01 
 8.105E+05, -8.257E+01 
 8.203E+05, -8.955E+01 
 8.301E+05, -9.150E+01 
 8.398E+05, -1.024E+02 
 8.496E+05, -9.045E+01 
 8.594E+05, -8.749E+01 
 8.691E+05, -8.111E+01 
 8.789E+05, -8.341E+01 
 8.887E+05, -8.675E+01 
 8.984E+05, -9.689E+01 
 9.082E+05, -8.923E+01 
 9.180E+05, -8.552E+01 
 9.277E+05, -8.275E+01 
 9.375E+05, -9.605E+01 
 9.473E+05, -8.624E+01 
 9.570E+05, -8.763E+01 
 9.668E+05, -8.843E+01 
 9.766E+05, -8.804E+01 
 9.863E+05, -8.772E+01 
 9.961E+05, -8.431E+01 
 1.006E+06, -8.177E+01 
 1.016E+06, -8.750E+01 
 1.025E+06, -9.225E+01 
 1.035E+06, -9.415E+01 
 1.045E+06, -9.041E+01 
 1.055E+06, -1.109E+02 
 1.064E+06, -9.078E+01 
 1.074E+06, -9.235E+01 
 1.084E+06, -8.432E+01 
 1.094E+06, -9.115E+01 
 1.104E+06, -8.594E+01 
 1.113E+06, -8.981E+01 
 1.123E+06, -9.358E+01 
 1.133E+06, -9.851E+01 
 1.143E+06, -8.879E+01 
 1.152E+06, -8.879E+01 
 1.162E+06, -8.873E+01 
 1.172E+06, -9.617E+01 
 1.182E+06, -8.790E+01 
 1.191E+06, -8.526E+01 
 1.201E+06, -8.265E+01 
 1.211E+06, -8.973E+01 
 1.221E+06, -8.479E+01 
 1.230E+06, -9.551E+01 
 1.240E+06, -8.663E+01 
 1.250E+06, -8.557E+01 
 1.260E+06, -8.088E+01 
 1.270E+06, -8.521E+01 
 1.279E+06, -9.282E+01 
 1.289E+06, -9.001E+01 
 1.299E+06, -8.761E+01 
 1.309E+06, -9.151E+01 
 1.318E+06, -8.530E+01 
 1.328E+06, -8.967E+01 
 1.338E+06, -8.318E+01 
 1.348E+06, -8.567E+01 
 1.357E+06, -8.379E+01 
 1.367E+06, -9.189E+01 
 1.377E+06, -9.510E+01 
 1.387E+06, -1.027E+02 
 1.396E+06, -9.607E+01 
 1.406E+06, -9.079E+01 
 1.416E+06, -8.744E+01 
 1.426E+06, -9.340E+01 
 1.436E+06, -1.081E+02 
 1.445E+06, -9.312E+01 
 1.455E+06, -8.638E+01 
 1.465E+06, -1.073E+02 
 1.475E+06, -8.811E+01 
 1.484E+06, -1.010E+02 
 1.494E+06, -8.560E+01 
 1.504E+06, -9.654E+01 
 1.514E+06, -8.679E+01 
 1.523E+06, -8.416E+01 
 1.533E+06, -8.212E+01 
 1.543E+06, -8.989E+01 
 1.553E+06, -9.420E+01 
 1.562E+06, -8.643E+01 
 1.572E+06, -8.225E+01 
 1.582E+06, -8.273E+01 
 1.592E+06, -8.092E+01 
 1.602E+06, -8.554E+01 
 1.611E+06, -9.487E+01 
 1.621E+06, -9.134E+01 
 1.631E+06, -8.871E+01 
 1.641E+06, -8.912E+01 
 1.650E+06, -8.249E+01 
 1.660E+06, -9.211E+01 
 1.670E+06, -8.338E+01 
 1.680E+06, -8.620E+01 
 1.689E+06, -8.826E+01 
 1.699E+06, -9.566E+01 
 1.709E+06, -8.789E+01 
 1.719E+06, -8.783E+01 
 1.729E+06, -8.462E+01 
 1.738E+06, -8.990E+01 
 1.748E+06, -8.930E+01 
 1.758E+06, -9.255E+01 
 1.768E+06, -8.696E+01 
 1.777E+06, -1.038E+02 
 1.787E+06, -8.592E+01 
 1.797E+06, -9.125E+01 
 1.807E+06, -9.300E+01 
 1.816E+06, -8.963E+01 
 1.826E+06, -8.606E+01 
 1.836E+06, -9.606E+01 
 1.846E+06, -9.473E+01 
 1.855E+06, -9.709E+01 
 1.865E+06, -8.669E+01 
 1.875E+06, -9.366E+01 
 1.885E+06, -8.581E+01 
 1.895E+06, -8.915E+01 
 1.904E+06, -8.721E+01 
 1.914E+06, -9.757E+01 
 1.924E+06, -9.522E+01 
 1.934E+06, -9.432E+01 
 1.943E+06, -8.947E+01 
 1.953E+06, -8.939E+01 
 1.963E+06, -8.719E+01 
 1.973E+06, -9.477E+01 
 1.982E+06, -8.955E+01 
 1.992E+06, -9.258E+01 
 2.002E+06, -8.795E+01 
 2.012E+06, -8.885E+01 
 2.021E+06, -8.860E+01 
 2.031E+06, -9.091E+01 
 2.041E+06, -8.613E+01 
 2.051E+06, -8.924E+01 
 2.061E+06, -9.209E+01 
 2.070E+06, -8.710E+01 
 2.080E+06, -8.214E+01 
 2.090E+06, -8.945E+01 
 2.100E+06, -8.435E+01 
 2.109E+06, -8.454E+01 
 2.119E+06, -8.394E+01 
 2.129E+06, -9.101E+01 
 2.139E+06, -8.232E+01 
 2.148E+06, -1.032E+02 
 2.158E+06, -8.117E+01 
 2.168E+06, -8.444E+01 
 2.178E+06, -8.884E+01 
 2.188E+06, -9.388E+01 
 2.197E+06, -1.027E+02 
 2.207E+06, -9.190E+01 
 2.217E+06, -8.562E+01 
 2.227E+06, -9.195E+01 
 2.236E+06, -8.326E+01 
 2.246E+06, -8.693E+01 
 2.256E+06, -9.327E+01 
 2.266E+06, -9.615E+01 
 2.275E+06, -1.005E+02 
 2.285E+06, -1.054E+02 
 2.295E+06, -1.052E+02 
 2.305E+06, -8.774E+01 
 2.314E+06, -8.230E+01 
 2.324E+06, -8.458E+01 
 2.334E+06, -8.584E+01 
 2.344E+06, -8.500E+01 
 2.354E+06, -8.424E+01 
 2.363E+06, -9.833E+01 
 2.373E+06, -8.814E+01 
 2.383E+06, -8.735E+01 
 2.393E+06, -8.563E+01 
 2.402E+06, -9.749E+01 
 2.412E+06, -8.259E+01 
 2.422E+06, -8.664E+01 
 2.432E+06, -9.087E+01 
 2.441E+06, -1.006E+02 
 2.451E+06, -9.471E+01 
 2.461E+06, -9.517E+01 
 2.471E+06, -9.395E+01 
 2.480E+06, -9.620E+01 
 2.490E+06, -9.265E+01 
 2.500E+06, -9.348E+01 
 2.510E+06, -9.193E+01 
 2.520E+06, -9.709E+01 
 2.529E+06, -8.636E+01 
 2.539E+06, -9.449E+01 
 2.549E+06, -9.900E+01 
 2.559E+06, -1.041E+02 
 2.568E+06, -9.430E+01 
 2.578E+06, -1.026E+02 
 2.588E+06, -9.590E+01 
 2.598E+06, -9.640E+01 
 2.607E+06, -8.700E+01 
 2.617E+06, -8.992E+01 
 2.627E+06, -8.885E+01 
 2.637E+06, -1.000E+02 
 2.646E+06, -9.442E+01 
 2.656E+06, -9.680E+01 
 2.666E+06, -9.888E+01 
 2.676E+06, -9.362E+01 
 2.686E+06, -8.565E+01 
 2.695E+06, -8.772E+01 
 2.705E+06, -8.969E+01 
 2.715E+06, -8.864E+01 
 2.725E+06, -8.446E+01 
 2.734E+06, -8.462E+01 
 2.744E+06, -8.258E+01 
 2.754E+06, -8.918E+01 
 2.764E+06, -1.006E+02 
 2.773E+06, -9.030E+01 
 2.783E+06, -8.558E+01 
 2.793E+06, -9.720E+01 
 2.803E+06, -9.131E+01 
 2.812E+06, -1.004E+02 
 2.822E+06, -8.684E+01 
 2.832E+06, -9.245E+01 
 2.842E+06, -8.814E+01 
 2.852E+06, -9.273E+01 
 2.861E+06, -9.327E+01 
 2.871E+06, -8.649E+01 
 2.881E+06, -8.074E+01 
 2.891E+06, -8.684E+01 
 2.900E+06, -8.316E+01 
 2.910E+06, -8.841E+01 
 2.920E+06, -9.274E+01 
 2.930E+06, -9.144E+01 
 2.939E+06, -9.014E+01 
 2.949E+06, -9.877E+01 
 2.959E+06, -9.252E+01 
 2.969E+06, -9.271E+01 
 2.979E+06, -9.248E+01 
 2.988E+06, -8.914E+01 
 2.998E+06, -8.158E+01 
 3.008E+06, -8.362E+01 
 3.018E+06, -8.625E+01 
 3.027E+06, -8.429E+01 
 3.037E+06, -8.230E+01 
 3.047E+06, -8.753E+01 
 3.057E+06, -8.852E+01 
 3.066E+06, -9.689E+01 
 3.076E+06, -8.985E+01 
 3.086E+06, -8.999E+01 
 3.096E+06, -8.415E+01 
 3.105E+06, -9.714E+01 
 3.115E+06, -8.664E+01 
 3.125E+06, -9.963E+01 
 3.135E+06, -9.051E+01 
 3.145E+06, -9.223E+01 
 3.154E+06, -8.352E+01 
 3.164E+06, -8.762E+01 
 3.174E+06, -9.159E+01 
 3.184E+06, -9.740E+01 
 3.193E+06, -8.671E+01 
 3.203E+06, -8.557E+01 
 3.213E+06, -8.163E+01 
 3.223E+06, -9.597E+01 
 3.232E+06, -8.361E+01 
 3.242E+06, -8.909E+01 
 3.252E+06, -1.059E+02 
 3.262E+06, -9.631E+01 
 3.271E+06, -8.899E+01 
 3.281E+06, -8.856E+01 
 3.291E+06, -8.474E+01 
 3.301E+06, -8.301E+01 
 3.311E+06, -8.109E+01 
 3.320E+06, -8.417E+01 
 3.330E+06, -8.402E+01 
 3.340E+06, -8.326E+01 
 3.350E+06, -8.231E+01 
 3.359E+06, -8.284E+01 
 3.369E+06, -8.284E+01 
 3.379E+06, -8.826E+01 
 3.389E+06, -8.628E+01 
 3.398E+06, -8.883E+01 
 3.408E+06, -8.250E+01 
 3.418E+06, -8.941E+01 
 3.428E+06, -8.593E+01 
 3.438E+06, -8.844E+01 
 3.447E+06, -8.691E+01 
 3.457E+06, -9.040E+01 
 3.467E+06, -8.926E+01 
 3.477E+06, -8.750E+01 
 3.486E+06, -8.475E+01 
 3.496E+06, -8.892E+01 
 3.506E+06, -8.730E+01 
 3.516E+06, -8.906E+01 
 3.525E+06, -8.793E+01 
 3.535E+06, -8.836E+01 
 3.545E+06, -8.874E+01 
 3.555E+06, -8.788E+01 
 3.564E+06, -8.650E+01 
 3.574E+06, -8.587E+01 
 3.584E+06, -7.963E+01 
 3.594E+06, -8.723E+01 
 3.604E+06, -8.610E+01 
 3.613E+06, -1.030E+02 
 3.623E+06, -8.625E+01 
 3.633E+06, -9.809E+01 
 3.643E+06, -8.858E+01 
 3.652E+06, -9.074E+01 
 3.662E+06, -8.963E+01 
 3.672E+06, -9.060E+01 
 3.682E+06, -8.843E+01 
 3.691E+06, -9.292E+01 
 3.701E+06, -8.291E+01 
 3.711E+06, -8.454E+01 
 3.721E+06, -8.659E+01 
 3.730E+06, -8.958E+01 
 3.740E+06, -9.193E+01 
 3.750E+06, -8.682E+01 
 3.760E+06, -8.325E+01 
 3.770E+06, -8.527E+01 
 3.779E+06, -8.695E+01 
 3.789E+06, -8.666E+01 
 3.799E+06, -8.639E+01 
 3.809E+06, -9.076E+01 
 3.818E+06, -9.076E+01 
 3.828E+06, -8.942E+01 
 3.838E+06, -8.453E+01 
 3.848E+06, -9.062E+01 
 3.857E+06, -9.263E+01 
 3.867E+06, -9.315E+01 
 3.877E+06, -8.900E+01 
 3.887E+06, -9.547E+01 
 3.896E+06, -8.892E+01 
 3.906E+06, -9.063E+01 
 3.916E+06, -8.297E+01 
 3.926E+06, -8.445E+01 
 3.936E+06, -8.385E+01 
 3.945E+06, -8.567E+01 
 3.955E+06, -7.933E+01 
 3.965E+06, -8.804E+01 
 3.975E+06, -8.597E+01 
 3.984E+06, -9.262E+01 
 3.994E+06, -8.433E+01 
 4.004E+06, -8.683E+01 
 4.014E+06, -8.476E+01 
 4.023E+06, -9.844E+01 
 4.033E+06, -8.933E+01 
 4.043E+06, -9.270E+01 
 4.053E+06, -8.469E+01 
 4.062E+06, -8.822E+01 
 4.072E+06, -9.368E+01 
 4.082E+06, -9.506E+01 
 4.092E+06, -9.660E+01 
 4.102E+06, -9.454E+01 
 4.111E+06, -8.693E+01 
 4.121E+06, -9.344E+01 
 4.131E+06, -8.533E+01 
 4.141E+06, -9.645E+01 
 4.150E+06, -9.216E+01 
 4.160E+06, -9.241E+01 
 4.170E+06, -8.838E+01 
 4.180E+06, -8.483E+01 
 4.189E+06, -8.126E+01 
 4.199E+06, -8.511E+01 
 4.209E+06, -8.939E+01 
 4.219E+06, -8.804E+01 
 4.229E+06, -8.357E+01 
 4.238E+06, -1.039E+02 
 4.248E+06, -8.320E+01 
 4.258E+06, -8.630E+01 
 4.268E+06, -9.124E+01 
 4.277E+06, -8.921E+01 
 4.287E+06, -8.751E+01 
 4.297E+06, -8.662E+01 
 4.307E+06, -8.205E+01 
 4.316E+06, -8.511E+01 
 4.326E+06, -8.465E+01 
 4.336E+06, -9.891E+01 
 4.346E+06, -8.859E+01 
 4.355E+06, -9.876E+01 
 4.365E+06, -8.815E+01 
 4.375E+06, -8.892E+01 
 4.385E+06, -8.569E+01 
 4.395E+06, -8.626E+01 
 4.404E+06, -8.687E+01 
 4.414E+06, -9.044E+01 
 4.424E+06, -8.926E+01 
 4.434E+06, -9.111E+01 
 4.443E+06, -8.712E+01 
 4.453E+06, -8.694E+01 
 4.463E+06, -8.132E+01 
 4.473E+06, -9.734E+01 
 4.482E+06, -8.443E+01 
 4.492E+06, -8.983E+01 
 4.502E+06, -8.917E+01 
 4.512E+06, -9.124E+01 
 4.521E+06, -8.104E+01 
 4.531E+06, -8.479E+01 
 4.541E+06, -8.795E+01 
 4.551E+06, -8.722E+01 
 4.561E+06, -8.648E+01 
 4.570E+06, -9.437E+01 
 4.580E+06, -8.854E+01 
 4.590E+06, -8.959E+01 
 4.600E+06, -8.785E+01 
 4.609E+06, -8.504E+01 
 4.619E+06, -8.261E+01 
 4.629E+06, -8.971E+01 
 4.639E+06, -1.007E+02 
 4.648E+06, -9.039E+01 
 4.658E+06, -8.550E+01 
 4.668E+06, -8.442E+01 
 4.678E+06, -8.218E+01 
 4.688E+06, -8.333E+01 
 4.697E+06, -8.469E+01 
 4.707E+06, -9.111E+01 
 4.717E+06, -9.176E+01 
 4.727E+06, -9.453E+01 
 4.736E+06, -8.991E+01 
 4.746E+06, -8.951E+01 
 4.756E+06, -8.848E+01 
 4.766E+06, -9.074E+01 
 4.775E+06, -9.353E+01 
 4.785E+06, -8.775E+01 
 4.795E+06, -8.385E+01 
 4.805E+06, -9.014E+01 
 4.814E+06, -8.359E+01 
 4.824E+06, -8.626E+01 
 4.834E+06, -8.552E+01 
 4.844E+06, -8.846E+01 
 4.854E+06, -9.272E+01 
 4.863E+06, -9.127E+01 
 4.873E+06, -8.711E+01 
 4.883E+06, -9.858E+01 
 4.893E+06, -8.885E+01 
 4.902E+06, -8.927E+01 
 4.912E+06, -8.911E+01 
 4.922E+06, -9.209E+01 
 4.932E+06, -8.477E+01 
 4.941E+06, -9.426E+01 
 4.951E+06, -9.210E+01 
 4.961E+06, -9.362E+01 
 4.971E+06, -8.516E+01 
 4.980E+06, -9.004E+01 
 4.990E+06, -9.194E+01 
